attribute_category,attribute_data_type,attribute_field_description,attribute_filterable,attribute_name,attribute_repeated,attribute_selectable,attribute_selectable_with,attribute_sortable,attribute_type_url
ATTRIBUTE,STRING,"<td>Output only. 128 bit hex string of the encoded shared ad group key, including a '0x' prefix. This key can be used to do a bitwise OR operator with the aggregate conversion key to create a full aggregation key to retrieve the Aggregate API Report in Android Privacy Sandbox.</td>",True,android_privacy_shared_key_google_ad_group.shared_ad_group_key,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Projected metrics for a series of CPC bid amounts.</td>,False,ad_group_simulation.cpc_bid_point_list.points,True,True,,False,google.ads.googleads.v15.common.CpcBidSimulationPoint
ATTRIBUTE,MESSAGE,<td>Projected metrics for a series of CPV bid amounts.</td>,False,ad_group_simulation.cpv_bid_point_list.points,True,True,,False,google.ads.googleads.v15.common.CpvBidSimulationPoint
ATTRIBUTE,DATE,"<td>Output only. Last day on which the simulation is based, in YYYY-MM-DD format</td>",True,ad_group_simulation.end_date,False,True,,True,N/A
ATTRIBUTE,"DEFAULT,SCALING,UNIFORM,UNKNOWN,UNSPECIFIED",<td>Output only. How the simulation modifies the field.</td>,True,ad_group_simulation.modification_method,False,True,,True,google.ads.googleads.v15.enums.SimulationModificationMethodEnum.SimulationModificationMethod
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the ad group simulation. Ad group simulation resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroupSimulations/{ad_group_id}~{type}~{modification_method}~{start_date}~{end_date}</code></td>",True,ad_group_simulation.resource_name,False,True,,False,N/A
ATTRIBUTE,DATE,"<td>Output only. First day on which the simulation is based, in YYYY-MM-DD format.</td>",True,ad_group_simulation.start_date,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Projected metrics for a series of target CPA amounts.</td>,False,ad_group_simulation.target_cpa_point_list.points,True,True,,False,google.ads.googleads.v15.common.TargetCpaSimulationPoint
ATTRIBUTE,MESSAGE,<td>Projected metrics for a series of target ROAS amounts.</td>,False,ad_group_simulation.target_roas_point_list.points,True,True,,False,google.ads.googleads.v15.common.TargetRoasSimulationPoint
ATTRIBUTE,"BID_MODIFIER,BUDGET,CPC_BID,CPV_BID,PERCENT_CPC_BID,TARGET_CPA,TARGET_IMPRESSION_SHARE,TARGET_ROAS,UNKNOWN,UNSPECIFIED",<td>Output only. The field that the simulation modifies.</td>,True,ad_group_simulation.type,False,True,,True,google.ads.googleads.v15.enums.SimulationTypeEnum.SimulationType
ATTRIBUTE,DATE,"<td>Output only. The interaction date used in the shared key encoding in the format of ""YYYY-MM-DD"" in UTC timezone.</td>",True,android_privacy_shared_key_google_network_type.android_privacy_interaction_date,False,True,,True,N/A
ATTRIBUTE,"CLICK,ENGAGED_VIEW,UNKNOWN,UNSPECIFIED,VIEW",<td>Output only. The interaction type enum used in the share key encoding.</td>,True,android_privacy_shared_key_google_network_type.android_privacy_interaction_type,False,True,,True,google.ads.googleads.v15.enums.AndroidPrivacyInteractionTypeEnum.AndroidPrivacyInteractionType
ATTRIBUTE,"DISPLAY,SEARCH,UNKNOWN,UNSPECIFIED,YOUTUBE",<td>Output only. The network type enum used in the share key encoding.</td>,True,android_privacy_shared_key_google_network_type.android_privacy_network_type,False,True,,True,google.ads.googleads.v15.enums.AndroidPrivacyNetworkTypeEnum.AndroidPrivacyNetworkType
ATTRIBUTE,INT64,<td>Output only. The campaign ID used in the share key encoding.</td>,True,android_privacy_shared_key_google_network_type.campaign_id,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the Android privacy shared key. Android privacy shared key resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/androidPrivacySharedKeyGoogleNetworkTypes/{campaign_id}~{android_privacy_interaction_type}~{android_privacy_network_type}~{android_privacy_interaction_date(yyyy-mm-dd)}</code></td>",True,android_privacy_shared_key_google_network_type.resource_name,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>Output only. 128 bit hex string of the encoded shared network type key, including a '0x' prefix. This key can be used to do a bitwise OR operator with the aggregate conversion key to create a full aggregation key to retrieve the Aggregate API Report in Android Privacy Sandbox.</td>",True,android_privacy_shared_key_google_network_type.shared_network_type_key,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>A book on google asset.</td>,False,asset.book_on_google_asset,False,True,,False,google.ads.googleads.v15.common.BookOnGoogleAsset
ATTRIBUTE,MESSAGE,"<td>List of non-overlapping schedules specifying all time intervals for which the asset may serve. There can be a maximum of 6 schedules per day, 42 in total.</td>",False,asset.call_asset.ad_schedule_targets,True,True,,False,google.ads.googleads.v15.common.AdScheduleInfo
ATTRIBUTE,RESOURCE_NAME,"<td>The conversion action to attribute a call conversion to. If not set, the default conversion action is used. This field only has effect if call_conversion_reporting_state is set to USE_RESOURCE_LEVEL_CALL_CONVERSION_ACTION.</td>",True,asset.call_asset.call_conversion_action,False,True,,True,N/A
ATTRIBUTE,"DISABLED,UNKNOWN,UNSPECIFIED,USE_ACCOUNT_LEVEL_CALL_CONVERSION_ACTION,USE_RESOURCE_LEVEL_CALL_CONVERSION_ACTION","<td>Indicates whether this CallAsset should use its own call conversion setting, follow the account level setting, or disable call conversion.</td>",True,asset.call_asset.call_conversion_reporting_state,False,True,,True,google.ads.googleads.v15.enums.CallConversionReportingStateEnum.CallConversionReportingState
ATTRIBUTE,STRING,"<td>Required. Two-letter country code of the phone number. Examples: 'US', 'us'.</td>",True,asset.call_asset.country_code,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Required. The advertiser's raw phone number. Examples: '1234567890', '(123)456-7890'</td>",True,asset.call_asset.phone_number,False,True,,True,N/A
ATTRIBUTE,"APPLY_NOW,BOOK_NOW,BUY_NOW,CONTACT_US,DONATE_NOW,DOWNLOAD,GET_QUOTE,LEARN_MORE,ORDER_NOW,PLAY_NOW,SEE_MORE,SHOP_NOW,SIGN_UP,START_NOW,SUBSCRIBE,UNKNOWN,UNSPECIFIED,VISIT_SITE,WATCH_NOW",<td>Call to action.</td>,True,asset.call_to_action_asset.call_to_action,False,True,,True,google.ads.googleads.v15.enums.CallToActionTypeEnum.CallToActionType
ATTRIBUTE,MESSAGE,"<td>List of non-overlapping schedules specifying all time intervals for which the asset may serve. There can be a maximum of 6 schedules per day, 42 in total.</td>",False,asset.callout_asset.ad_schedule_targets,True,True,,False,google.ads.googleads.v15.common.AdScheduleInfo
ATTRIBUTE,STRING,"<td>Required. The callout text. The length of this string should be between 1 and 25, inclusive.</td>",True,asset.callout_asset.callout_text,False,True,,True,N/A
ATTRIBUTE,DATE,"<td>Last date of when this asset is effective and still serving, in yyyy-MM-dd format.</td>",True,asset.callout_asset.end_date,False,True,,True,N/A
ATTRIBUTE,DATE,"<td>Start date of when this asset is effective and can begin serving, in yyyy-MM-dd format.</td>",True,asset.callout_asset.start_date,False,True,,True,N/A
ATTRIBUTE,STRING,<td>Call to action text.</td>,True,asset.discovery_carousel_card_asset.call_to_action_text,False,True,,True,N/A
ATTRIBUTE,STRING,<td>Required. Headline of the carousel card.</td>,True,asset.discovery_carousel_card_asset.headline,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The ad group to which the label is attached.</td>,True,ad_group_label.ad_group,False,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Asset resource name of the associated 1.91:1 marketing image. This and/or square marketing image asset is required.</td>,True,asset.discovery_carousel_card_asset.marketing_image_asset,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The label assigned to the ad group.</td>,True,ad_group_label.label,False,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the ad group label. Ad group label resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroupLabels/{ad_group_id}~{label_id}</code></td>",True,ad_group_label.resource_name,False,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Asset resource name of the associated 4:5 portrait marketing image.</td>,True,asset.discovery_carousel_card_asset.portrait_marketing_image_asset,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Asset resource name of the associated square marketing image. This and/or a marketing image asset is required.</td>,True,asset.discovery_carousel_card_asset.square_marketing_image_asset,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the ad group. The linked extension feed items will serve under this ad group. AdGroup resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroups/{ad_group_id}</code></td>",True,ad_group_extension_setting.ad_group,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>Android deep link, for example, android-app://com.example.android/http/example.com/gizmos?1234.</td>",True,asset.dynamic_custom_asset.android_app_link,False,True,,True,N/A
ATTRIBUTE,"DESKTOP,MOBILE,UNKNOWN,UNSPECIFIED",<td>The device for which the extensions will serve. Optional.</td>,True,ad_group_extension_setting.device,False,True,,True,google.ads.googleads.v15.enums.ExtensionSettingDeviceEnum.ExtensionSettingDevice
ATTRIBUTE,RESOURCE_NAME,"<td>The resource names of the extension feed items to serve under the ad group. ExtensionFeedItem resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/extensionFeedItems/{feed_item_id}</code></td>",False,ad_group_extension_setting.extension_feed_items,True,True,,False,N/A
ATTRIBUTE,"AFFILIATE_LOCATION,APP,CALL,CALLOUT,HOTEL_CALLOUT,IMAGE,LOCATION,MESSAGE,NONE,PRICE,PROMOTION,SITELINK,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED",<td>Immutable. The extension type of the ad group extension setting.</td>,True,ad_group_extension_setting.extension_type,False,True,,True,google.ads.googleads.v15.enums.ExtensionTypeEnum.ExtensionType
ATTRIBUTE,STRING,"<td>Contextual keywords, for example, Sedans, 4 door sedans.</td>",True,asset.dynamic_custom_asset.contextual_keywords,True,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the ad group extension setting. AdGroupExtensionSetting resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroupExtensionSettings/{ad_group_id}~{extension_type}</code></td>",True,ad_group_extension_setting.resource_name,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>Formatted price which can be any characters. If set, this attribute will be used instead of 'price', for example, Starting at $20,000.00.</td>",True,asset.dynamic_custom_asset.formatted_price,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. AdGroup ID of the simulation.</td>,True,ad_group_criterion_simulation.ad_group_id,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Formatted sale price which can be any characters. If set, this attribute will be used instead of 'sale price', for example, On sale for $15,000.00.</td>",True,asset.dynamic_custom_asset.formatted_sale_price,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Projected metrics for a series of CPC bid amounts.</td>,False,ad_group_criterion_simulation.cpc_bid_point_list.points,True,True,,False,google.ads.googleads.v15.common.CpcBidSimulationPoint
ATTRIBUTE,INT64,<td>Output only. Criterion ID of the simulation.</td>,True,ad_group_criterion_simulation.criterion_id,False,True,,True,N/A
ATTRIBUTE,DATE,"<td>Output only. Last day on which the simulation is based, in YYYY-MM-DD format.</td>",True,ad_group_criterion_simulation.end_date,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Required. ID which can be any sequence of letters and digits, and must be unique and match the values of remarketing tag, for example, sedan. Required.</td>",True,asset.dynamic_custom_asset.id,False,True,,True,N/A
ATTRIBUTE,"DEFAULT,SCALING,UNIFORM,UNKNOWN,UNSPECIFIED",<td>Output only. How the simulation modifies the field.</td>,True,ad_group_criterion_simulation.modification_method,False,True,,True,google.ads.googleads.v15.enums.SimulationModificationMethodEnum.SimulationModificationMethod
ATTRIBUTE,MESSAGE,<td>Projected metrics for a series of percent CPC bid amounts.</td>,False,ad_group_criterion_simulation.percent_cpc_bid_point_list.points,True,True,,False,google.ads.googleads.v15.common.PercentCpcBidSimulationPoint
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the ad group criterion simulation. Ad group criterion simulation resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroupCriterionSimulations/{ad_group_id}~{criterion_id}~{type}~{modification_method}~{start_date}~{end_date}</code></td>",True,ad_group_criterion_simulation.resource_name,False,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The ad group being linked to the feed.</td>,True,ad_group_feed.ad_group,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>ID2 which can be any sequence of letters and digits, for example, red. ID sequence (ID + ID2) must be unique.</td>",True,asset.dynamic_custom_asset.id2,False,True,,True,N/A
ATTRIBUTE,DATE,"<td>Output only. First day on which the simulation is based, in YYYY-MM-DD format.</td>",True,ad_group_criterion_simulation.start_date,False,True,,True,N/A
ATTRIBUTE,"BID_MODIFIER,BUDGET,CPC_BID,CPV_BID,PERCENT_CPC_BID,TARGET_CPA,TARGET_IMPRESSION_SHARE,TARGET_ROAS,UNKNOWN,UNSPECIFIED",<td>Output only. The field that the simulation modifies.</td>,True,ad_group_criterion_simulation.type,False,True,,True,google.ads.googleads.v15.enums.SimulationTypeEnum.SimulationType
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The feed being linked to the ad group.</td>,True,ad_group_feed.feed,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>String representation of the Function. Examples: 1. IDENTITY(true) or IDENTITY(false). All or no feed items served. 2. EQUALS(CONTEXT.DEVICE,""Mobile"") 3. IN(FEED_ITEM_ID,{1000001,1000002,1000003}) 4. CONTAINS_ANY(FeedAttribute[12345678,0],{""Mars cruise"",""Venus cruise""}) 5. AND(IN(FEED_ITEM_ID,{10001,10002}),EQUALS(CONTEXT.DEVICE,""Mobile"")) For more details, visit <a href=""https://developers.google.com/google-ads/api/docs/extensions/feeds/matching-functions"">https://developers.google.com/google-ads/api/docs/extensions/feeds/matching-functions</a> Note that because multiple strings may represent the same underlying function (whitespace and single versus double quotation marks, for example), the value returned may not be identical to the string sent in a mutate request.</td>",True,ad_group_feed.matching_function.function_string,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>The operands on the left hand side of the equation. This is also the operand to be used for single operand expressions such as NOT.</td>,False,ad_group_feed.matching_function.left_operands,True,True,,False,google.ads.googleads.v15.common.Operand
ATTRIBUTE,STRING,"<td>Image URL, for example, <a href=""http://www.example.com/image.png"">http://www.example.com/image.png</a>. The image will not be uploaded as image asset.</td>",True,asset.dynamic_custom_asset.image_url,False,True,,True,N/A
ATTRIBUTE,"AND,CONTAINS_ANY,EQUALS,IDENTITY,IN,UNKNOWN,UNSPECIFIED",<td>Operator for a function.</td>,True,ad_group_feed.matching_function.operator,False,True,,True,google.ads.googleads.v15.enums.MatchingFunctionOperatorEnum.MatchingFunctionOperator
ATTRIBUTE,MESSAGE,<td>The operands on the right hand side of the equation.</td>,False,ad_group_feed.matching_function.right_operands,True,True,,False,google.ads.googleads.v15.common.Operand
ATTRIBUTE,STRING,"<td>iOS deep link, for example, exampleApp://content/page.</td>",True,asset.dynamic_custom_asset.ios_app_link,False,True,,True,N/A
ATTRIBUTE,"AD_CUSTOMIZER,AFFILIATE_LOCATION,APP,CALL,CALLOUT,DYNAMIC_CUSTOM,DYNAMIC_EDUCATION,DYNAMIC_FLIGHT,DYNAMIC_HOTEL,DYNAMIC_JOB,DYNAMIC_LOCAL,DYNAMIC_REAL_ESTATE,DYNAMIC_TRAVEL,IMAGE,LOCATION,MESSAGE,PRICE,PROMOTION,SITELINK,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED",<td>Indicates which placeholder types the feed may populate under the connected ad group. Required.</td>,True,ad_group_feed.placeholder_types,True,True,,False,google.ads.googleads.v15.enums.PlaceholderTypeEnum.PlaceholderType
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The resource name of the ad group feed. Ad group feed resource names have the form: `customers/{customer_id}/adGroupFeeds/{ad_group_id}~{feed_id}</td>,True,ad_group_feed.resource_name,False,True,,False,N/A
ATTRIBUTE,"ENABLED,REMOVED,UNKNOWN,UNSPECIFIED",<td>Output only. Status of the ad group feed. This field is read-only.</td>,True,ad_group_feed.status,False,True,,True,google.ads.googleads.v15.enums.FeedLinkStatusEnum.FeedLinkStatus
ATTRIBUTE,DATE,"<td>Output only. The interaction date used in the shared key encoding in the format of ""YYYY-MM-DD"" in UTC timezone.</td>",True,android_privacy_shared_key_google_campaign.android_privacy_interaction_date,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The ad group to which the customizer attribute is linked.</td>,True,ad_group_customizer.ad_group,False,True,,False,N/A
ATTRIBUTE,INT64,"<td>iOS app store ID. This is used to check if the user has the app installed on their device before deep linking. If this field is set, then the ios_app_link field must also be present.</td>",True,asset.dynamic_custom_asset.ios_app_store_id,False,True,,True,N/A
ATTRIBUTE,"CLICK,ENGAGED_VIEW,UNKNOWN,UNSPECIFIED,VIEW",<td>Output only. The interaction type enum used in the share key encoding.</td>,True,android_privacy_shared_key_google_campaign.android_privacy_interaction_type,False,True,,True,google.ads.googleads.v15.enums.AndroidPrivacyInteractionTypeEnum.AndroidPrivacyInteractionType
ATTRIBUTE,INT64,<td>Output only. The campaign ID used in the share key encoding.</td>,True,android_privacy_shared_key_google_campaign.campaign_id,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the Android privacy shared key. Android privacy shared key resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/androidPrivacySharedKeyGoogleCampaigns/{campaign_id}~{android_privacy_interaction_type}~{android_privacy_interaction_date(yyyy-mm-dd)}</code></td>",True,android_privacy_shared_key_google_campaign.resource_name,False,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Required. Immutable. The customizer attribute which is linked to the ad group.</td>,True,ad_group_customizer.customizer_attribute,False,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the ad group customizer. Ad group customizer resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroupCustomizers/{ad_group_id}~{customizer_attribute_id}</code></td>",True,ad_group_customizer.resource_name,False,True,,False,N/A
ATTRIBUTE,"ENABLED,REMOVED,UNKNOWN,UNSPECIFIED",<td>Output only. The status of the ad group customizer.</td>,True,ad_group_customizer.status,False,True,,True,google.ads.googleads.v15.enums.CustomizerValueStatusEnum.CustomizerValueStatus
ATTRIBUTE,STRING,"<td>Item address which can be specified in one of the following formats. (1) City, state, code, country, for example, Mountain View, CA, USA. (2) Full address, for example, 123 Boulevard St, Mountain View, CA 94043. (3) Latitude-longitude in the DDD format, for example, 41.40338, 2.17403</td>",True,asset.dynamic_custom_asset.item_address,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Output only. 128 bit hex string of the encoded shared campaign key, including a '0x' prefix. This key can be used to do a bitwise OR operator with the aggregate conversion key to create a full aggregation key to retrieve the Aggregate API Report in Android Privacy Sandbox.</td>",True,android_privacy_shared_key_google_campaign.shared_campaign_key,False,True,,True,N/A
ATTRIBUTE,STRING,<td>Required. Value to insert in creative text. Customizer values of all types are stored as string to make formatting unambiguous.</td>,True,ad_group_customizer.value.string_value,False,True,,True,N/A
ATTRIBUTE,"NUMBER,PERCENT,PRICE,TEXT,UNKNOWN,UNSPECIFIED",<td>Required. The data type for the customizer value. It must match the attribute type. The string_value content must match the constraints associated with the type.</td>,True,ad_group_customizer.value.type,False,True,,True,google.ads.googleads.v15.enums.CustomizerAttributeTypeEnum.CustomizerAttributeType
ATTRIBUTE,STRING,"<td>Item category, for example, Sedans.</td>",True,asset.dynamic_custom_asset.item_category,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Item description, for example, Best selling mid-size car.</td>",True,asset.dynamic_custom_asset.item_description,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Item subtitle, for example, At your Mountain View dealership.</td>",True,asset.dynamic_custom_asset.item_subtitle,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Required. Item title, for example, Mid-size sedan. Required.</td>",True,asset.dynamic_custom_asset.item_title,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 20,000.00 USD.</td>",True,asset.dynamic_custom_asset.price,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The ad group criterion to which the customizer attribute is linked. It must be a keyword criterion.</td>,True,ad_group_criterion_customizer.ad_group_criterion,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>Sale price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 15,000.00 USD. Must be less than the 'price' field.</td>",True,asset.dynamic_custom_asset.sale_price,False,True,,True,N/A
